time,shortwave_radiation (W/m²),diffuse_radiation (W/m²),direct_radiation (W/m²),direct_normal_irradiance (W/m²),temperature_2m (°C),cloud_cover (%),global_tilted_irradiance (W/m²)
2025-03-21 06:15:00,3.5,2.0,1.5,18.825,1.2,0.0,1.35
2025-03-21 06:30:00,7.0,4.0,3.0,37.65,1.2,0.0,2.7
2025-03-21 06:45:00,10.5,6.0,4.5,56.474999999999994,1.2,0.0,4.050000000000001
2025-03-21 07:00:00,14.0,8.0,6.0,75.3,1.2,0.0,5.4
2025-03-21 07:15:00,40.0,16.25,23.75,178.6,1.55,0.0,12.125
2025-03-21 07:30:00,66.0,24.5,41.5,281.9,1.9,0.0,18.85
2025-03-21 07:45:00,92.0,32.75,59.25,385.2,2.25,0.0,25.574999999999996
2025-03-21 08:00:00,118.0,41.0,77.0,488.5,2.6,0.0,32.3
2025-03-21 08:15:00,153.0,45.75,107.25,536.625,3.025,0.0,38.175
2025-03-21 08:30:00,188.0,50.5,137.5,584.75,3.45,0.0,44.05
2025-03-21 08:45:00,223.0,55.25,167.75,632.875,3.875,0.0,49.925
2025-03-21 09:00:00,258.0,60.0,198.0,681.0,4.3,0.0,55.8
2025-03-21 09:15:00,290.5,63.25,227.25,705.475,4.675,0.0,60.675
2025-03-21 09:30:00,323.0,66.5,256.5,729.95,5.05,0.0,65.55
2025-03-21 09:45:00,355.5,69.75,285.75,754.425,5.425,0.0,70.425
2025-03-21 10:00:00,388.0,73.0,315.0,778.9,5.8,0.0,75.3
2025-03-21 10:15:00,413.75,75.0,338.75,792.975,6.0,0.0,78.875
2025-03-21 10:30:00,439.5,77.0,362.5,807.05,6.199999999999999,0.0,82.44999999999999
2025-03-21 10:45:00,465.25,79.0,386.25,821.125,6.3999999999999995,0.0,86.02499999999999
2025-03-21 11:00:00,491.0,81.0,410.0,835.2,6.6,0.0,89.6
2025-03-21 11:15:00,507.0,81.75,425.25,842.7,6.725,0.0,91.57499999999999
2025-03-21 11:30:00,523.0,82.5,440.5,850.2,6.85,0.0,93.55
2025-03-21 11:45:00,539.0,83.25,455.75,857.7,6.975,0.0,95.525
2025-03-21 12:00:00,555.0,84.0,471.0,865.2,7.1,0.0,97.5
2025-03-21 12:15:00,560.0,84.25,475.75,867.2,7.199999999999999,0.0,101.75
2025-03-21 12:30:00,565.0,84.5,480.5,869.2,7.3,0.0,106.0
2025-03-21 12:45:00,570.0,84.75,485.25,871.2,7.4,0.0,110.25
2025-03-21 13:00:00,575.0,85.0,490.0,873.2,7.5,0.0,114.5
2025-03-21 13:15:00,568.25,84.75,483.5,869.6750000000001,7.675,0.0,169.175
2025-03-21 13:30:00,561.5,84.5,477.0,866.1500000000001,7.85,0.0,223.85
2025-03-21 13:45:00,554.75,84.25,470.5,862.625,8.024999999999999,0.0,278.525
2025-03-21 14:00:00,548.0,84.0,464.0,859.1,8.2,0.0,333.2
2025-03-21 14:15:00,530.75,83.0,447.75,850.975,8.225,0.0,378.25
2025-03-21 14:30:00,513.5,82.0,431.5,842.85,8.25,0.0,423.29999999999995
2025-03-21 14:45:00,496.25,81.0,415.25,834.725,8.275,0.0,468.34999999999997
2025-03-21 15:00:00,479.0,80.0,399.0,826.6,8.3,0.0,513.4
2025-03-21 15:15:00,452.25,78.25,374.0,810.2,8.325000000000001,0.0,540.3
2025-03-21 15:30:00,425.5,76.5,349.0,793.8,8.350000000000001,0.0,567.2
2025-03-21 15:45:00,398.75,74.75,324.0,777.4,8.375,0.0,594.1
2025-03-21 16:00:00,372.0,73.0,299.0,761.0,8.4,0.0,621.0
2025-03-21 16:15:00,338.75,70.0,268.75,731.525,8.3,0.0,619.95
2025-03-21 16:30:00,305.5,67.0,238.5,702.05,8.2,0.0,618.9
2025-03-21 16:45:00,272.25,64.0,208.25,672.575,8.1,0.0,617.8499999999999
2025-03-21 17:00:00,239.0,61.0,178.0,643.1,8.0,0.0,616.8
2025-03-21 17:15:00,204.75,55.5,149.25,592.425,7.8,0.0,576.8
2025-03-21 17:30:00,170.5,50.0,120.5,541.75,7.6,0.0,536.8
2025-03-21 17:45:00,136.25,44.5,91.75,491.075,7.4,0.0,496.8
2025-03-21 18:00:00,102.0,39.0,63.0,440.4,7.2,0.0,456.8
2025-03-21 18:15:00,78.75,30.75,48.0,340.72499999999997,7.025,0.0,353.925
2025-03-21 18:30:00,55.5,22.5,33.0,241.04999999999998,6.85,0.0,251.05
2025-03-21 18:45:00,32.25,14.25,18.0,141.375,6.675,0.0,148.175
2025-03-21 19:00:00,9.0,6.0,3.0,41.7,6.5,0.0,45.3
2025-03-21 19:15:00,6.75,4.5,2.25,31.275000000000002,6.325,0.0,33.974999999999994
2025-03-21 19:30:00,4.5,3.0,1.5,20.85,6.15,0.0,22.65
2025-03-21 19:45:00,2.25,1.5,0.75,10.425,5.975,0.0,11.325000000000003
2025-03-21 20:00:00,0.0,0.0,0.0,0.0,5.8,0.0,0.0
2025-03-21 20:15:00,0.0,0.0,0.0,0.0,5.6,0.0,0.0
2025-03-21 20:30:00,0.0,0.0,0.0,0.0,5.4,0.0,0.0
2025-03-21 20:45:00,0.0,0.0,0.0,0.0,5.2,0.0,0.0
2025-03-21 21:00:00,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2025-03-21 21:15:00,0.0,0.0,0.0,0.0,4.825,0.0,0.0
2025-03-21 21:30:00,0.0,0.0,0.0,0.0,4.65,0.0,0.0
2025-03-21 21:45:00,0.0,0.0,0.0,0.0,4.475,0.0,0.0
2025-03-21 22:00:00,0.0,0.0,0.0,0.0,4.3,0.0,0.0
2025-03-21 22:15:00,0.0,0.0,0.0,0.0,4.2,0.0,0.0
2025-03-21 22:30:00,0.0,0.0,0.0,0.0,4.1,0.0,0.0
2025-03-21 22:45:00,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2025-03-21 23:00:00,0.0,0.0,0.0,0.0,3.9,0.0,0.0
2025-03-21 23:15:00,0.0,0.0,0.0,0.0,3.825,0.0,0.0
2025-03-21 23:30:00,0.0,0.0,0.0,0.0,3.75,0.0,0.0
2025-03-21 23:45:00,0.0,0.0,0.0,0.0,3.675,0.0,0.0
2025-03-22 00:00:00,0.0,0.0,0.0,0.0,3.6,0.0,0.0
2025-03-22 00:15:00,0.0,0.0,0.0,0.0,3.525,0.0,0.0
2025-03-22 00:30:00,0.0,0.0,0.0,0.0,3.45,0.0,0.0
2025-03-22 00:45:00,0.0,0.0,0.0,0.0,3.375,0.0,0.0
2025-03-22 01:00:00,0.0,0.0,0.0,0.0,3.3,0.0,0.0
2025-03-22 01:15:00,0.0,0.0,0.0,0.0,3.25,0.0,0.0
2025-03-22 01:30:00,0.0,0.0,0.0,0.0,3.2,0.0,0.0
2025-03-22 01:45:00,0.0,0.0,0.0,0.0,3.15,0.0,0.0
2025-03-22 02:00:00,0.0,0.0,0.0,0.0,3.1,0.0,0.0
2025-03-22 02:15:00,0.0,0.0,0.0,0.0,3.025,0.0,0.0
2025-03-22 02:30:00,0.0,0.0,0.0,0.0,2.95,0.0,0.0
2025-03-22 02:45:00,0.0,0.0,0.0,0.0,2.875,0.0,0.0
2025-03-22 03:00:00,0.0,0.0,0.0,0.0,2.8,0.0,0.0
2025-03-22 03:15:00,0.0,0.0,0.0,0.0,2.6999999999999997,0.0,0.0
2025-03-22 03:30:00,0.0,0.0,0.0,0.0,2.5999999999999996,0.0,0.0
2025-03-22 03:45:00,0.0,0.0,0.0,0.0,2.5,0.0,0.0
2025-03-22 04:00:00,0.0,0.0,0.0,0.0,2.4,0.0,0.0
2025-03-22 04:15:00,0.0,0.0,0.0,0.0,2.4,0.0,0.0
2025-03-22 04:30:00,0.0,0.0,0.0,0.0,2.4,0.0,0.0
2025-03-22 04:45:00,0.0,0.0,0.0,0.0,2.4,0.0,0.0
2025-03-22 05:00:00,0.0,0.0,0.0,0.0,2.4,0.0,0.0
2025-03-22 05:15:00,0.0,0.0,0.0,0.0,2.425,0.0,0.0
2025-03-22 05:30:00,0.0,0.0,0.0,0.0,2.45,0.0,0.0
2025-03-22 05:45:00,0.0,0.0,0.0,0.0,2.475,0.0,0.0
2025-03-22 06:00:00,0.0,0.0,0.0,0.0,2.5,0.0,0.0
2025-03-22 06:15:00,4.0,2.25,1.75,21.1,2.6,0.0,1.525
2025-03-22 06:30:00,8.0,4.5,3.5,42.2,2.7,0.0,3.05
2025-03-22 06:45:00,12.0,6.75,5.25,63.300000000000004,2.8,0.0,4.574999999999999
2025-03-22 07:00:00,16.0,9.0,7.0,84.4,2.9,0.0,6.1
2025-03-22 07:15:00,42.5,18.0,24.5,180.625,3.125,0.0,13.25
2025-03-22 07:30:00,69.0,27.0,42.0,276.85,3.3499999999999996,0.0,20.4
2025-03-22 07:45:00,95.5,36.0,59.5,373.07499999999993,3.5749999999999997,0.0,27.550000000000004
2025-03-22 08:00:00,122.0,45.0,77.0,469.3,3.8,0.0,34.7
2025-03-22 08:15:00,156.75,49.75,107.0,517.725,4.05,0.0,40.550000000000004
2025-03-22 08:30:00,191.5,54.5,137.0,566.15,4.3,0.0,46.400000000000006
2025-03-22 08:45:00,226.25,59.25,167.0,614.575,4.55,0.0,52.25
2025-03-22 09:00:00,261.0,64.0,197.0,663.0,4.8,0.0,58.1
2025-03-22 09:15:00,294.25,67.25,227.0,690.225,5.1,0.0,63.050000000000004
2025-03-22 09:30:00,327.5,70.5,257.0,717.45,5.4,0.0,68.0
2025-03-22 09:45:00,360.75,73.75,287.0,744.675,5.7,0.0,72.95
2025-03-22 10:00:00,394.0,77.0,317.0,771.9,6.0,0.0,77.9
2025-03-22 10:15:00,421.0,78.25,342.75,790.2,6.275,0.0,81.22500000000001
2025-03-22 10:30:00,448.0,79.5,368.5,808.5,6.55,0.0,84.55000000000001
2025-03-22 10:45:00,475.0,80.75,394.25,826.8,6.824999999999999,0.0,87.875
2025-03-22 11:00:00,502.0,82.0,420.0,845.1,7.1,0.0,91.2
2025-03-22 11:15:00,519.0,82.75,436.25,854.175,7.2749999999999995,0.0,93.275
2025-03-22 11:30:00,536.0,83.5,452.5,863.25,7.449999999999999,0.0,95.35
2025-03-22 11:45:00,553.0,84.25,468.75,872.325,7.625,0.0,97.425
2025-03-22 12:00:00,570.0,85.0,485.0,881.4,7.8,0.0,99.5
2025-03-22 12:15:00,574.75,85.5,489.25,882.45,7.95,0.0,104.2
2025-03-22 12:30:00,579.5,86.0,493.5,883.5,8.1,0.0,108.9
2025-03-22 12:45:00,584.25,86.5,497.75,884.55,8.25,0.0,113.6
2025-03-22 13:00:00,589.0,87.0,502.0,885.6,8.4,0.0,118.3
2025-03-22 13:15:00,581.75,86.5,495.25,881.85,8.5,0.0,173.5
2025-03-22 13:30:00,574.5,86.0,488.5,878.1,8.600000000000001,0.0,228.7
2025-03-22 13:45:00,567.25,85.5,481.75,874.35,8.700000000000001,0.0,283.90000000000003
2025-03-22 14:00:00,560.0,85.0,475.0,870.6,8.8,0.0,339.1
2025-03-22 14:15:00,542.5,84.25,458.25,861.95,8.850000000000001,0.0,384.65
2025-03-22 14:30:00,525.0,83.5,441.5,853.3,8.9,0.0,430.2
2025-03-22 14:45:00,507.5,82.75,424.75,844.65,8.95,0.0,475.75
2025-03-22 15:00:00,490.0,82.0,408.0,836.0,9.0,0.0,521.3
2025-03-22 15:15:00,463.25,80.0,383.25,821.075,8.975,0.0,549.525
2025-03-22 15:30:00,436.5,78.0,358.5,806.15,8.95,0.0,577.75
2025-03-22 15:45:00,409.75,76.0,333.75,791.2249999999999,8.925,0.0,605.975
2025-03-22 16:00:00,383.0,74.0,309.0,776.3,8.9,0.0,634.2
2025-03-22 16:15:00,349.75,70.75,279.0,749.875,8.725,0.0,636.225
2025-03-22 16:30:00,316.5,67.5,249.0,723.45,8.55,0.0,638.25
2025-03-22 16:45:00,283.25,64.25,219.0,697.025,8.375,0.0,640.275
2025-03-22 17:00:00,250.0,61.0,189.0,670.6,8.2,0.0,642.3
2025-03-22 17:15:00,215.0,55.75,159.25,621.75,8.0,0.0,604.75
2025-03-22 17:30:00,180.0,50.5,129.5,572.9,7.8,0.0,567.2
2025-03-22 17:45:00,145.0,45.25,99.75,524.05,7.6,0.0,529.65
2025-03-22 18:00:00,110.0,40.0,70.0,475.2,7.4,0.0,492.1
2025-03-22 18:15:00,85.25,31.75,53.5,369.825,7.25,0.0,383.57500000000005
2025-03-22 18:30:00,60.5,23.5,37.0,264.45,7.1,0.0,275.05
2025-03-22 18:45:00,35.75,15.25,20.5,159.075,6.95,0.0,166.52499999999998
2025-03-22 19:00:00,11.0,7.0,4.0,53.7,6.8,0.0,58.0
2025-03-22 19:15:00,8.25,5.25,3.0,40.275000000000006,6.725,0.0,43.5
2025-03-22 19:30:00,5.5,3.5,2.0,26.85,6.65,0.0,29.0
2025-03-22 19:45:00,2.75,1.75,1.0,13.424999999999997,6.575,0.0,14.5
2025-03-22 20:00:00,0.0,0.0,0.0,0.0,6.5,0.0,0.0
2025-03-22 20:15:00,0.0,0.0,0.0,0.0,6.35,0.0,0.0
2025-03-22 20:30:00,0.0,0.0,0.0,0.0,6.2,0.0,0.0
2025-03-22 20:45:00,0.0,0.0,0.0,0.0,6.050000000000001,0.0,0.0
2025-03-22 21:00:00,0.0,0.0,0.0,0.0,5.9,0.0,0.0
2025-03-22 21:15:00,0.0,0.0,0.0,0.0,5.775,0.0,0.0
2025-03-22 21:30:00,0.0,0.0,0.0,0.0,5.65,0.0,0.0
2025-03-22 21:45:00,0.0,0.0,0.0,0.0,5.525,0.0,0.0
2025-03-22 22:00:00,0.0,0.0,0.0,0.0,5.4,0.0,0.0
2025-03-22 22:15:00,0.0,0.0,0.0,0.0,5.375,1.75,0.0
2025-03-22 22:30:00,0.0,0.0,0.0,0.0,5.35,3.5,0.0
2025-03-22 22:45:00,0.0,0.0,0.0,0.0,5.325,5.25,0.0
2025-03-22 23:00:00,0.0,0.0,0.0,0.0,5.3,7.0,0.0
2025-03-22 23:15:00,0.0,0.0,0.0,0.0,5.375,29.75,0.0
2025-03-22 23:30:00,0.0,0.0,0.0,0.0,5.449999999999999,52.5,0.0
2025-03-22 23:45:00,0.0,0.0,0.0,0.0,5.5249999999999995,75.25,0.0
2025-03-23 00:00:00,0.0,0.0,0.0,0.0,5.6,98.0,0.0
2025-03-23 00:15:00,0.0,0.0,0.0,0.0,5.675,81.25,0.0
2025-03-23 00:30:00,0.0,0.0,0.0,0.0,5.75,64.5,0.0
2025-03-23 00:45:00,0.0,0.0,0.0,0.0,5.825,47.75,0.0
2025-03-23 01:00:00,0.0,0.0,0.0,0.0,5.9,31.0,0.0
2025-03-23 01:15:00,0.0,0.0,0.0,0.0,5.925000000000001,27.25,0.0
2025-03-23 01:30:00,0.0,0.0,0.0,0.0,5.95,23.5,0.0
2025-03-23 01:45:00,0.0,0.0,0.0,0.0,5.975,19.75,0.0
2025-03-23 02:00:00,0.0,0.0,0.0,0.0,6.0,16.0,0.0
2025-03-23 02:15:00,0.0,0.0,0.0,0.0,6.0,22.75,0.0
2025-03-23 02:30:00,0.0,0.0,0.0,0.0,6.0,29.5,0.0
2025-03-23 02:45:00,0.0,0.0,0.0,0.0,6.0,36.25,0.0
2025-03-23 03:00:00,0.0,0.0,0.0,0.0,6.0,43.0,0.0
2025-03-23 03:15:00,0.0,0.0,0.0,0.0,6.0,54.75,0.0
2025-03-23 03:30:00,0.0,0.0,0.0,0.0,6.0,66.5,0.0
2025-03-23 03:45:00,0.0,0.0,0.0,0.0,6.0,78.25,0.0
2025-03-23 04:00:00,0.0,0.0,0.0,0.0,6.0,90.0,0.0
2025-03-23 04:15:00,0.0,0.0,0.0,0.0,6.0,80.0,0.0
2025-03-23 04:30:00,0.0,0.0,0.0,0.0,6.0,70.0,0.0
2025-03-23 04:45:00,0.0,0.0,0.0,0.0,6.0,60.0,0.0
2025-03-23 05:00:00,0.0,0.0,0.0,0.0,6.0,50.0,0.0
2025-03-23 05:15:00,0.0,0.0,0.0,0.0,5.95,58.5,0.0
2025-03-23 05:30:00,0.0,0.0,0.0,0.0,5.9,67.0,0.0
2025-03-23 05:45:00,0.0,0.0,0.0,0.0,5.85,75.5,0.0
2025-03-23 06:00:00,0.0,0.0,0.0,0.0,5.8,84.0,0.0
2025-03-23 06:15:00,3.75,2.75,1.0,11.6,5.8,72.0,1.75
2025-03-23 06:30:00,7.5,5.5,2.0,23.2,5.8,60.0,3.5
2025-03-23 06:45:00,11.25,8.25,3.0,34.8,5.8,48.0,5.25
2025-03-23 07:00:00,15.0,11.0,4.0,46.4,5.8,36.0,7.0
2025-03-23 07:15:00,36.0,23.0,13.0,93.44999999999999,5.875,27.25,15.1
2025-03-23 07:30:00,57.0,35.0,22.0,140.5,5.949999999999999,18.5,23.2
2025-03-23 07:45:00,78.0,47.0,31.0,187.54999999999998,6.0249999999999995,9.75,31.299999999999997
2025-03-23 08:00:00,99.0,59.0,40.0,234.6,6.1,1.0,39.4
2025-03-23 08:15:00,139.75,62.25,77.5,332.475,6.225,0.75,45.1
2025-03-23 08:30:00,180.5,65.5,115.0,430.35,6.35,0.5,50.8
2025-03-23 08:45:00,221.25,68.75,152.5,528.225,6.475,0.25,56.5
2025-03-23 09:00:00,262.0,72.0,190.0,626.1,6.6,0.0,62.2
2025-03-23 09:15:00,295.25,73.25,222.0,660.3,6.75,0.0,66.15
2025-03-23 09:30:00,328.5,74.5,254.0,694.5,6.9,0.0,70.1
2025-03-23 09:45:00,361.75,75.75,286.0,728.7,7.05,0.0,74.05
2025-03-23 10:00:00,395.0,77.0,318.0,762.9,7.2,0.0,78.0
2025-03-23 10:15:00,420.5,78.75,341.75,777.425,7.4,0.0,81.425
2025-03-23 10:30:00,446.0,80.5,365.5,791.95,7.6,0.0,84.85
2025-03-23 10:45:00,471.5,82.25,389.25,806.475,7.8,0.0,88.275
2025-03-23 11:00:00,497.0,84.0,413.0,821.0,8.0,0.0,91.7
2025-03-23 11:15:00,512.75,85.0,427.75,827.95,8.15,0.0,93.775
2025-03-23 11:30:00,528.5,86.0,442.5,834.9,8.3,0.0,95.85
2025-03-23 11:45:00,544.25,87.0,457.25,841.8499999999999,8.45,0.0,97.925
2025-03-23 12:00:00,560.0,88.0,472.0,848.8,8.6,0.0,100.0
2025-03-23 12:15:00,564.5,88.0,476.5,850.5749999999999,8.725,1.25,104.575
2025-03-23 12:30:00,569.0,88.0,481.0,852.3499999999999,8.85,2.5,109.15
2025-03-23 12:45:00,573.5,88.0,485.5,854.125,8.975,3.75,113.725
2025-03-23 13:00:00,578.0,88.0,490.0,855.9,9.1,5.0,118.3
2025-03-23 13:15:00,565.25,97.0,468.25,824.75,9.2,11.0,168.14999999999998
2025-03-23 13:30:00,552.5,106.0,446.5,793.5999999999999,9.3,17.0,218.0
2025-03-23 13:45:00,539.75,115.0,424.75,762.4499999999999,9.4,23.0,267.84999999999997
2025-03-23 14:00:00,527.0,124.0,403.0,731.3,9.5,29.0,317.7
2025-03-23 14:15:00,510.75,122.0,388.75,723.8249999999999,9.5,24.75,354.975
2025-03-23 14:30:00,494.5,120.0,374.5,716.3499999999999,9.5,20.5,392.25
2025-03-23 14:45:00,478.25,118.0,360.25,708.875,9.5,16.25,429.525
2025-03-23 15:00:00,462.0,116.0,346.0,701.4,9.5,12.0,466.8
2025-03-23 15:15:00,440.25,107.0,333.25,708.95,9.425,9.25,501.325
2025-03-23 15:30:00,418.5,98.0,320.5,716.5,9.35,6.5,535.85
2025-03-23 15:45:00,396.75,89.0,307.75,724.05,9.274999999999999,3.75,570.375
2025-03-23 16:00:00,375.0,80.0,295.0,731.6,9.2,1.0,604.9
2025-03-23 16:15:00,343.0,75.75,267.25,709.025,9.024999999999999,0.75,608.1
2025-03-23 16:30:00,311.0,71.5,239.5,686.45,8.85,0.5,611.3
2025-03-23 16:45:00,279.0,67.25,211.75,663.875,8.675,0.25,614.5
2025-03-23 17:00:00,247.0,63.0,184.0,641.3,8.5,0.0,617.7
2025-03-23 17:15:00,212.75,57.25,155.5,595.875,8.225,1.5,582.5250000000001
2025-03-23 17:30:00,178.5,51.5,127.0,550.45,7.95,3.0,547.35
2025-03-23 17:45:00,144.25,45.75,98.5,505.025,7.675000000000001,4.5,512.175
2025-03-23 18:00:00,110.0,40.0,70.0,459.6,7.4,6.0,477.0
2025-03-23 18:15:00,85.5,32.0,53.5,357.70000000000005,7.1000000000000005,6.5,371.975
2025-03-23 18:30:00,61.0,24.0,37.0,255.8,6.800000000000001,7.0,266.95
2025-03-23 18:45:00,36.5,16.0,20.5,153.89999999999998,6.5,7.5,161.92499999999995
2025-03-23 19:00:00,12.0,8.0,4.0,52.0,6.2,8.0,56.9
2025-03-23 19:15:00,9.0,6.0,3.0,39.0,6.025,16.0,42.675
2025-03-23 19:30:00,6.0,4.0,2.0,26.0,5.85,24.0,28.45
2025-03-23 19:45:00,3.0,2.0,1.0,13.0,5.675,32.0,14.225000000000001
2025-03-23 20:00:00,0.0,0.0,0.0,0.0,5.5,40.0,0.0
2025-03-23 20:15:00,0.0,0.0,0.0,0.0,5.375,54.5,0.0
2025-03-23 20:30:00,0.0,0.0,0.0,0.0,5.25,69.0,0.0
2025-03-23 20:45:00,0.0,0.0,0.0,0.0,5.125,83.5,0.0
2025-03-23 21:00:00,0.0,0.0,0.0,0.0,5.0,98.0,0.0
2025-03-23 21:15:00,0.0,0.0,0.0,0.0,4.975,98.5,0.0
2025-03-23 21:30:00,0.0,0.0,0.0,0.0,4.95,99.0,0.0
2025-03-23 21:45:00,0.0,0.0,0.0,0.0,4.925000000000001,99.5,0.0
2025-03-23 22:00:00,0.0,0.0,0.0,0.0,4.9,100.0,0.0
2025-03-23 22:15:00,0.0,0.0,0.0,0.0,4.825,100.0,0.0
2025-03-23 22:30:00,0.0,0.0,0.0,0.0,4.75,100.0,0.0
2025-03-23 22:45:00,0.0,0.0,0.0,0.0,4.675,100.0,0.0
2025-03-23 23:00:00,0.0,0.0,0.0,0.0,4.6,100.0,0.0
2025-03-23 23:15:00,0.0,0.0,0.0,0.0,4.5249999999999995,99.75,0.0
2025-03-23 23:30:00,0.0,0.0,0.0,0.0,4.449999999999999,99.5,0.0
2025-03-23 23:45:00,0.0,0.0,0.0,0.0,4.375,99.25,0.0
2025-03-24 00:00:00,0.0,0.0,0.0,0.0,4.3,99.0,0.0
2025-03-24 00:15:00,0.0,0.0,0.0,0.0,4.225,98.25,0.0
2025-03-24 00:30:00,0.0,0.0,0.0,0.0,4.15,97.5,0.0
2025-03-24 00:45:00,0.0,0.0,0.0,0.0,4.075,96.75,0.0
2025-03-24 01:00:00,0.0,0.0,0.0,0.0,4.0,96.0,0.0
2025-03-24 01:15:00,0.0,0.0,0.0,0.0,3.925,74.25,0.0
2025-03-24 01:30:00,0.0,0.0,0.0,0.0,3.85,52.5,0.0
2025-03-24 01:45:00,0.0,0.0,0.0,0.0,3.7750000000000004,30.75,0.0
2025-03-24 02:00:00,0.0,0.0,0.0,0.0,3.7,9.0,0.0
2025-03-24 02:15:00,0.0,0.0,0.0,0.0,3.625,23.25,0.0
2025-03-24 02:30:00,0.0,0.0,0.0,0.0,3.55,37.5,0.0
2025-03-24 02:45:00,0.0,0.0,0.0,0.0,3.475,51.75,0.0
2025-03-24 03:00:00,0.0,0.0,0.0,0.0,3.4,66.0,0.0
2025-03-24 03:15:00,0.0,0.0,0.0,0.0,3.325,67.0,0.0
2025-03-24 03:30:00,0.0,0.0,0.0,0.0,3.25,68.0,0.0
2025-03-24 03:45:00,0.0,0.0,0.0,0.0,3.175,69.0,0.0
2025-03-24 04:00:00,0.0,0.0,0.0,0.0,3.1,70.0,0.0
2025-03-24 04:15:00,0.0,0.0,0.0,0.0,3.025,65.0,0.0
2025-03-24 04:30:00,0.0,0.0,0.0,0.0,2.95,60.0,0.0
2025-03-24 04:45:00,0.0,0.0,0.0,0.0,2.875,55.0,0.0
2025-03-24 05:00:00,0.0,0.0,0.0,0.0,2.8,50.0,0.0
2025-03-24 05:15:00,0.0,0.0,0.0,0.0,2.8499999999999996,52.5,0.0
2025-03-24 05:30:00,0.0,0.0,0.0,0.0,2.9,55.0,0.0
2025-03-24 05:45:00,0.0,0.0,0.0,0.0,2.95,57.5,0.0
2025-03-24 06:00:00,0.0,0.0,0.0,0.0,3.0,60.0,0.0
2025-03-24 06:15:00,3.5,2.75,0.75,8.4,3.1,67.75,1.725
2025-03-24 06:30:00,7.0,5.5,1.5,16.8,3.2,75.5,3.45
2025-03-24 06:45:00,10.5,8.25,2.25,25.200000000000003,3.3,83.25,5.175000000000001
2025-03-24 07:00:00,14.0,11.0,3.0,33.6,3.4,91.0,6.9
2025-03-24 07:15:00,31.25,21.5,9.75,67.6,3.625,76.0,13.875
2025-03-24 07:30:00,48.5,32.0,16.5,101.6,3.8499999999999996,61.0,20.85
2025-03-24 07:45:00,65.75,42.5,23.25,135.6,4.075,46.0,27.824999999999996
2025-03-24 08:00:00,83.0,53.0,30.0,169.6,4.3,31.0,34.8
2025-03-24 08:15:00,116.0,64.25,51.75,221.625,4.625,26.5,43.724999999999994
2025-03-24 08:30:00,149.0,75.5,73.5,273.65,4.949999999999999,22.0,52.65
2025-03-24 08:45:00,182.0,86.75,95.25,325.67499999999995,5.2749999999999995,17.5,61.575
2025-03-24 09:00:00,215.0,98.0,117.0,377.7,5.6,13.0,70.5
2025-03-24 09:15:00,248.5,99.0,149.5,429.25,5.85,22.25,74.35
2025-03-24 09:30:00,282.0,100.0,182.0,480.79999999999995,6.1,31.5,78.2
2025-03-24 09:45:00,315.5,101.0,214.5,532.3499999999999,6.35,40.75,82.05000000000001
2025-03-24 10:00:00,349.0,102.0,247.0,583.9,6.6,50.0,85.9
2025-03-24 10:15:00,372.75,107.75,265.0,594.6,6.7749999999999995,57.75,91.15
2025-03-24 10:30:00,396.5,113.5,283.0,605.3,6.949999999999999,65.5,96.4
2025-03-24 10:45:00,420.25,119.25,301.0,616.0,7.125,73.25,101.65
2025-03-24 11:00:00,444.0,125.0,319.0,626.7,7.3,81.0,106.9
2025-03-24 11:15:00,470.25,119.5,350.75,668.45,7.55,83.25,106.775
2025-03-24 11:30:00,496.5,114.0,382.5,710.2,7.800000000000001,85.5,106.65
2025-03-24 11:45:00,522.75,108.5,414.25,751.95,8.05,87.75,106.525
2025-03-24 12:00:00,549.0,103.0,446.0,793.7,8.3,90.0,106.4
2025-03-24 12:15:00,553.0,103.75,449.25,793.7750000000001,8.450000000000001,84.25,111.25
2025-03-24 12:30:00,557.0,104.5,452.5,793.85,8.600000000000001,78.5,116.1
2025-03-24 12:45:00,561.0,105.25,455.75,793.925,8.75,72.75,120.95
2025-03-24 13:00:00,565.0,106.0,459.0,794.0,8.9,67.0,125.8
2025-03-24 13:15:00,553.75,112.5,441.25,769.8,8.85,57.0,172.45
2025-03-24 13:30:00,542.5,119.0,423.5,745.6,8.8,47.0,219.09999999999997
2025-03-24 13:45:00,531.25,125.5,405.75,721.4000000000001,8.75,37.0,265.75
2025-03-24 14:00:00,520.0,132.0,388.0,697.2,8.7,27.0,312.4
2025-03-24 14:15:00,506.75,125.0,381.75,704.9250000000001,8.75,30.25,353.275
2025-03-24 14:30:00,493.5,118.0,375.5,712.6500000000001,8.8,33.5,394.15
2025-03-24 14:45:00,480.25,111.0,369.25,720.375,8.85,36.75,435.025
2025-03-24 15:00:00,467.0,104.0,363.0,728.1,8.9,40.0,475.9
2025-03-24 15:15:00,444.25,98.0,346.25,727.3,8.875,49.5,507.1
2025-03-24 15:30:00,421.5,92.0,329.5,726.5,8.850000000000001,59.0,538.3
2025-03-24 15:45:00,398.75,86.0,312.75,725.7,8.825000000000001,68.5,569.5
2025-03-24 16:00:00,376.0,80.0,296.0,724.9,8.8,78.0,600.7
